chain,contract_reuse_count,runtime_group_count,contracts_in_group,cumulative_contracts,total_contracts,cumulative_contract_fraction,cumulative_runtime_groups,total_runtime_groups,cumulative_runtime_fraction
polygon,165,3,495,803502,10988829,0.07311989293854695,626046,626702,0.998953250508216
polygon,166,1,166,803668,10988829,0.07313499918872156,626047,626702,0.9989548461629291
polygon,167,3,501,804169,10988829,0.07318059094376662,626050,626702,0.9989596331270684
polygon,168,1,168,804337,10988829,0.07319587919695537,626051,626702,0.9989612287817815
polygon,169,1,169,804506,10988829,0.07321125845165122,626052,626702,0.9989628244364945
polygon,171,1,171,804677,10988829,0.07322681970936121,626053,626702,0.9989644200912077
polygon,172,2,344,805021,10988829,0.07325812422779533,626055,626702,0.9989676114006338
polygon,173,1,173,805194,10988829,0.07327386748851948,626056,626702,0.9989692070553469
polygon,174,4,696,805890,10988829,0.07333720453744434,626060,626702,0.9989755896741992
polygon,175,2,350,806240,10988829,0.07336905506492093,626062,626702,0.9989787809836254
polygon,176,4,704,806944,10988829,0.0734331201259024,626066,626702,0.9989851636024777
polygon,177,1,177,807121,10988829,0.07344922739265485,626067,626702,0.9989867592571908
polygon,178,2,356,807477,10988829,0.07348162392917389,626069,626702,0.998989950566617
polygon,179,2,358,807835,10988829,0.07351420246870709,626071,626702,0.9989931418760432
polygon,180,4,720,808555,10988829,0.07357972355380177,626075,626702,0.9989995244948955
polygon,181,3,543,809098,10988829,0.07362913737214402,626078,626702,0.9990043114590348
polygon,182,2,364,809462,10988829,0.07366226192071967,626080,626702,0.999007502768461
polygon,184,2,368,809830,10988829,0.07369575047532362,626082,626702,0.9990106940778871
polygon,185,1,185,810015,10988829,0.07371258575413267,626083,626702,0.9990122897326001
polygon,186,2,372,810387,10988829,0.07374643831476493,626085,626702,0.9990154810420263
polygon,187,4,748,811135,10988829,0.07381450744205775,626089,626702,0.9990218636608788
polygon,190,2,380,811515,10988829,0.07384908801474661,626091,626702,0.9990250549703049
polygon,191,1,191,811706,10988829,0.07386646930259812,626092,626702,0.9990266506250179
polygon,193,1,193,811899,10988829,0.07388403259346378,626093,626702,0.9990282462797311
polygon,194,2,388,812287,10988829,0.07391934117820925,626095,626702,0.9990314375891572
polygon,195,2,390,812677,10988829,0.07395483176596887,626097,626702,0.9990346288985834
polygon,196,2,392,813069,10988829,0.07399050435674265,626099,626702,0.9990378202080096
polygon,197,3,591,813660,10988829,0.07404428624742454,626102,626702,0.9990426071721488
polygon,198,2,396,814056,10988829,0.07408032284422662,626104,626702,0.9990457984815749
polygon,199,1,199,814255,10988829,0.07409843214413474,626105,626702,0.9990473941362881
polygon,200,3,600,814855,10988829,0.07415303304838032,626108,626702,0.9990521811004273
polygon,201,2,402,815257,10988829,0.07418961565422486,626110,626702,0.9990553724098535
polygon,202,2,404,815661,10988829,0.07422638026308354,626112,626702,0.9990585637192797
polygon,204,2,408,816069,10988829,0.07426350887797052,626114,626702,0.9990617550287059
polygon,206,2,412,816481,10988829,0.07430100149888583,626116,626702,0.999064946338132
polygon,208,2,416,816897,10988829,0.07433885812582942,626118,626702,0.9990681376475582
polygon,209,1,209,817106,10988829,0.0743578774408083,626119,626702,0.9990697333022712
polygon,210,2,420,817526,10988829,0.0743960980737802,626121,626702,0.9990729246116974
polygon,211,1,211,817737,10988829,0.07441529939177323,626122,626702,0.9990745202664105
polygon,212,1,212,817949,10988829,0.07443459171127333,626123,626702,0.9990761159211236
polygon,213,2,426,818375,10988829,0.0744733583532877,626125,626702,0.9990793072305497
polygon,214,2,428,818803,10988829,0.0745123069983162,626127,626702,0.9990824985399759
polygon,216,5,1080,819883,10988829,0.07461058862595824,626132,626702,0.9990904768135414
polygon,218,2,436,820319,10988829,0.07465026528304335,626134,626702,0.9990936681229675
polygon,219,5,1095,821414,10988829,0.07474991193329153,626139,626702,0.999101646396533
polygon,222,1,222,821636,10988829,0.07477011426786238,626140,626702,0.999103242051246
polygon,223,2,446,822082,10988829,0.07481070094001827,626142,626702,0.9991064333606722
polygon,226,2,452,822534,10988829,0.0748518336212166,626144,626702,0.9991096246700983
polygon,228,2,456,822990,10988829,0.07489333030844324,626146,626702,0.9991128159795245
polygon,229,3,687,823677,10988829,0.07495584834380442,626149,626702,0.9991176029436638
polygon,231,2,462,824139,10988829,0.07499789104007351,626151,626702,0.99912079425309
polygon,233,2,466,824605,10988829,0.0750402977423709,626153,626702,0.9991239855625161
polygon,235,1,235,824840,10988829,0.07506168309653376,626154,626702,0.9991255812172293
polygon,237,1,237,825077,10988829,0.07508325045371077,626155,626702,0.9991271768719423
polygon,238,1,238,825315,10988829,0.07510490881239484,626156,626702,0.9991287725266554
polygon,239,1,239,825554,10988829,0.075126658172586,626157,626702,0.9991303681813685
polygon,240,1,240,825794,10988829,0.07514849853428422,626158,626702,0.9991319638360816
polygon,241,1,241,826035,10988829,0.07517042989748954,626159,626702,0.9991335594907946
polygon,242,1,242,826277,10988829,0.07519245226220192,626160,626702,0.9991351551455078
polygon,243,3,729,827006,10988829,0.07525879236086029,626163,626702,0.999139942109647
polygon,244,3,732,827738,10988829,0.07532540546403989,626166,626702,0.9991447290737863
polygon,245,2,490,828228,10988829,0.0753699962025071,626168,626702,0.9991479203832124
polygon,246,2,492,828720,10988829,0.07541476894398848,626170,626702,0.9991511116926386
polygon,247,1,247,828967,10988829,0.07543724631623624,626171,626702,0.9991527073473517
polygon,248,4,992,829959,10988829,0.07552751981125559,626175,626702,0.9991590899662041
polygon,249,1,249,830208,10988829,0.0755501791865175,626176,626702,0.9991606856209171
polygon,250,2,500,830708,10988829,0.07559567994005549,626178,626702,0.9991638769303433
polygon,251,2,502,831210,10988829,0.07564136269660762,626180,626702,0.9991670682397694
polygon,252,1,252,831462,10988829,0.07566429507639076,626181,626702,0.9991686638944826
polygon,254,2,508,831970,10988829,0.07571052384198534,626183,626702,0.9991718552039087
polygon,255,5,1275,833245,10988829,0.0758265507635072,626188,626702,0.9991798334774742
polygon,256,3,768,834013,10988829,0.07589643992094153,626191,626702,0.9991846204416134
polygon,257,1,257,834270,10988829,0.07591982730826005,626192,626702,0.9991862160963265
polygon,260,2,520,834790,10988829,0.07596714809193955,626194,626702,0.9991894074057527
polygon,261,1,261,835051,10988829,0.07599089948528638,626195,626702,0.9991910030604657
polygon,262,1,262,835313,10988829,0.07601474188014028,626196,626702,0.9991925987151788
polygon,263,2,526,835839,10988829,0.07606260867286223,626198,626702,0.999195790024605
polygon,265,1,265,836104,10988829,0.07608672407223736,626199,626702,0.999197385679318
polygon,266,1,266,836370,10988829,0.07611093047311956,626200,626702,0.9991989813340312
polygon,267,3,801,837171,10988829,0.07618382268028741,626203,626702,0.9992037682981704
polygon,268,1,268,837439,10988829,0.07620821108418377,626204,626702,0.9992053639528835
polygon,270,1,270,837709,10988829,0.07623278149109428,626205,626702,0.9992069596075966
polygon,271,3,813,838522,10988829,0.07630676571634702,626208,626702,0.9992117465717358
polygon,272,1,272,838794,10988829,0.07633151812627169,626209,626702,0.999213342226449
polygon,274,1,274,839068,10988829,0.0763564525392105,626210,626702,0.999214937881162
polygon,275,1,275,839343,10988829,0.0763814779536564,626211,626702,0.9992165335358751
polygon,279,2,558,839901,10988829,0.07643225679460477,626213,626702,0.9992197248453013
polygon,280,1,280,840181,10988829,0.07645773721658604,626214,626702,0.9992213205000143
polygon,282,1,282,840463,10988829,0.07648339964158146,626215,626702,0.9992229161547275
polygon,283,1,283,840746,10988829,0.07650915306808397,626216,626702,0.9992245118094405
polygon,287,1,287,841033,10988829,0.07653527050061476,626217,626702,0.9992261074641536
polygon,289,1,289,841322,10988829,0.07656156993615972,626218,626702,0.9992277031188667
polygon,290,1,290,841612,10988829,0.07658796037321174,626219,626702,0.9992292987735798
polygon,291,1,291,841903,10988829,0.07661444181177085,626220,626702,0.9992308944282928
polygon,292,1,292,842195,10988829,0.07664101425183703,626221,626702,0.999232490083006
polygon,294,1,294,842489,10988829,0.07666776869491736,626222,626702,0.999234085737719
polygon,297,2,594,843083,10988829,0.07672182359012047,626224,626702,0.9992372770471453
polygon,298,1,298,843381,10988829,0.0767489420392291,626225,626702,0.9992388727018583
polygon,300,3,900,844281,10988829,0.07683084339559748,626228,626702,0.9992436596659976
polygon,301,2,602,844883,10988829,0.0768856263028572,626230,626702,0.9992468509754238
polygon,302,1,302,845185,10988829,0.07691310875799415,626231,626702,0.9992484466301368
polygon,303,2,606,845791,10988829,0.07696825567128217,626233,626702,0.999251637939563
polygon,304,1,304,846095,10988829,0.07699592012943327,626234,626702,0.9992532335942761
polygon,305,1,305,846400,10988829,0.07702367558909143,626235,626702,0.9992548292489891
polygon,308,1,308,846708,10988829,0.07705170405327083,626236,626702,0.9992564249037023
polygon,310,2,620,847328,10988829,0.07710812498765791,626238,626702,0.9992596162131284
polygon,312,2,624,847952,10988829,0.07716490992807332,626240,626702,0.9992628075225546
polygon,313,2,626,848578,10988829,0.07722187687150286,626242,626702,0.9992659988319808
polygon,314,1,314,848892,10988829,0.07725045134472472,626243,626702,0.9992675944866939
polygon,316,1,316,849208,10988829,0.07727920782096072,626244,626702,0.9992691901414069
polygon,318,1,318,849526,10988829,0.07730814630021088,626245,626702,0.99927078579612
polygon,319,1,319,849845,10988829,0.0773371757809681,626246,626702,0.9992723814508331
polygon,320,1,320,850165,10988829,0.07736629626323241,626247,626702,0.9992739771055462
polygon,321,2,642,850807,10988829,0.07742471923077518,626249,626702,0.9992771684149724
polygon,323,1,323,851130,10988829,0.07745411271756071,626250,626702,0.9992787640696854
polygon,325,1,325,851455,10988829,0.0774836882073604,626251,626702,0.9992803597243985
polygon,328,1,328,851783,10988829,0.07751353670168132,626252,626702,0.9992819553791116
polygon,329,1,329,852112,10988829,0.0775434761975093,626253,626702,0.9992835510338247
polygon,334,1,334,852446,10988829,0.07757387070087268,626254,626702,0.9992851466885377
polygon,342,1,342,852788,10988829,0.07760499321629266,626255,626702,0.9992867423432509
polygon,345,2,690,853478,10988829,0.07766778425617507,626257,626702,0.999289933652677
polygon,347,1,347,853825,10988829,0.07769936177913042,626258,626702,0.9992915293073901
polygon,348,2,696,854521,10988829,0.0777626988280553,626260,626702,0.9992947206168162
polygon,349,2,698,855219,10988829,0.07782621787999432,626262,626702,0.9992979119262425
polygon,350,1,350,855569,10988829,0.07785806840747089,626263,626702,0.9992995075809555
polygon,351,1,351,855920,10988829,0.07789000993645456,626264,626702,0.9993011032356687
polygon,353,2,706,856626,10988829,0.07795425700045018,626266,626702,0.9993042945450948
polygon,354,1,354,856980,10988829,0.07798647153395508,626267,626702,0.9993058901998079
polygon,355,1,355,857335,10988829,0.07801877706896704,626268,626702,0.999307485854521
polygon,356,1,356,857691,10988829,0.07805117360548608,626269,626702,0.999309081509234
polygon,357,1,357,858048,10988829,0.0780836611435122,626270,626702,0.9993106771639472
polygon,360,1,360,858408,10988829,0.07811642168605955,626271,626702,0.9993122728186602
polygon,361,2,722,859130,10988829,0.07818212477416839,626273,626702,0.9993154641280864
polygon,362,3,1086,860216,10988829,0.07828095241085288,626276,626702,0.9993202510922257
polygon,364,1,364,860580,10988829,0.07831407695942852,626277,626702,0.9993218467469387
polygon,366,1,366,860946,10988829,0.07834738351101833,626278,626702,0.9993234424016518
polygon,367,1,367,861313,10988829,0.07838078106411521,626279,626702,0.9993250380563649
polygon,368,1,368,861681,10988829,0.07841426961871915,626280,626702,0.999326633711078
polygon,369,2,738,862419,10988829,0.07848142873094122,626282,626702,0.9993298250205042
polygon,371,1,371,862790,10988829,0.0785151902900664,626283,626702,0.9993314206752173
polygon,372,1,372,863162,10988829,0.07854904285069865,626284,626702,0.9993330163299303
polygon,375,1,375,863537,10988829,0.07858316841585214,626285,626702,0.9993346119846435
polygon,379,1,379,863916,10988829,0.07861765798703392,626286,626702,0.9993362076393565
polygon,380,2,760,864676,10988829,0.07868681913241166,626288,626702,0.9993393989487827
polygon,381,1,381,865057,10988829,0.0787214907066076,626289,626702,0.9993409946034958
polygon,387,2,774,865831,10988829,0.07879192587308438,626291,626702,0.999344185912922
polygon,388,2,776,866607,10988829,0.07886254304257533,626293,626702,0.9993473772223481
polygon,392,1,392,866999,10988829,0.0788982156333491,626294,626702,0.9993489728770611
polygon,395,1,395,867394,10988829,0.0789341612286441,626295,626702,0.9993505685317743
polygon,398,1,398,867792,10988829,0.07897037982846034,626296,626702,0.9993521641864873
polygon,399,4,1596,869388,10988829,0.07911561823375357,626300,626702,0.9993585468053398
polygon,401,1,401,869789,10988829,0.07915210983809103,626301,626702,0.9993601424600528
polygon,407,1,407,870196,10988829,0.07918914745147095,626302,626702,0.9993617381147659
polygon,408,1,408,870604,10988829,0.07922627606635793,626303,626702,0.999363333769479
polygon,411,2,822,871426,10988829,0.07930107930517437,626305,626702,0.9993665250789051
polygon,412,2,824,872250,10988829,0.07937606454700497,626307,626702,0.9993697163883313
polygon,423,1,423,872673,10988829,0.0794145581844981,626308,626702,0.9993713120430444
polygon,425,1,425,873098,10988829,0.07945323382500538,626309,626702,0.9993729076977574
polygon,427,1,427,873525,10988829,0.07949209146852682,626310,626702,0.9993745033524706
polygon,428,2,856,874381,10988829,0.07956998875858383,626312,626702,0.9993776946618967
polygon,430,1,430,874811,10988829,0.07960911940662649,626313,626702,0.9993792903166098
polygon,433,1,433,875244,10988829,0.07964852305919039,626314,626702,0.9993808859713229
polygon,434,1,434,875678,10988829,0.07968801771326135,626315,626702,0.9993824816260359
polygon,439,2,878,876556,10988829,0.07976791703647404,626317,626702,0.9993856729354621
polygon,440,1,440,876996,10988829,0.07980795769958746,626318,626702,0.9993872685901752
polygon,442,1,442,877438,10988829,0.07984818036571503,626319,626702,0.9993888642448884
polygon,450,2,900,878338,10988829,0.0799300817220834,626321,626702,0.9993920555543145
polygon,454,1,454,878792,10988829,0.07997139640629589,626322,626702,0.9993936512090276
polygon,456,3,1368,880160,10988829,0.0800958864679758,626325,626702,0.9993984381731669
polygon,457,2,914,881074,10988829,0.08017906184544323,626327,626702,0.999401629482593
polygon,458,2,916,881990,10988829,0.0802624192259248,626329,626702,0.9994048207920192
polygon,460,1,460,882450,10988829,0.08030427991917974,626330,626702,0.9994064164467322
polygon,462,1,462,882912,10988829,0.08034632261544883,626331,626702,0.9994080121014454
polygon,463,1,463,883375,10988829,0.080388456313225,626332,626702,0.9994096077561584
polygon,468,1,468,883843,10988829,0.08043104501853655,626333,626702,0.9994112034108715
polygon,470,1,470,884313,10988829,0.08047381572686226,626334,626702,0.9994127990655846
polygon,472,1,472,884785,10988829,0.0805167684382021,626335,626702,0.9994143947202977
polygon,473,1,473,885258,10988829,0.08055981215104903,626336,626702,0.9994159903750107
polygon,475,1,475,885733,10988829,0.08060303786691012,626337,626702,0.9994175860297239
polygon,477,1,477,886210,10988829,0.08064644558578535,626338,626702,0.9994191816844369
polygon,479,3,1437,887647,10988829,0.0807772147514535,626341,626702,0.9994239686485762
polygon,480,1,480,888127,10988829,0.08082089547484995,626342,626702,0.9994255643032893
polygon,487,1,487,888614,10988829,0.08086521320879594,626343,626702,0.9994271599580024
polygon,494,1,494,889108,10988829,0.08091016795329148,626344,626702,0.9994287556127155
polygon,497,2,994,890102,10988829,0.08100062345132497,626346,626702,0.9994319469221417
polygon,498,1,498,890600,10988829,0.08104594220184881,626347,626702,0.9994335425768547
polygon,500,3,1500,892100,10988829,0.08118244446246274,626350,626702,0.999438329540994
polygon,502,2,1004,893104,10988829,0.081273809975567,626352,626702,0.9994415208504202
polygon,506,2,1012,894116,10988829,0.08136590350072788,626354,626702,0.9994447121598463
polygon,510,1,510,894626,10988829,0.08141231426933661,626355,626702,0.9994463078145593
polygon,513,1,513,895139,10988829,0.08145899804246658,626356,626702,0.9994479034692725
polygon,515,2,1030,896169,10988829,0.08155272959475482,626358,626702,0.9994510947786986
polygon,518,1,518,896687,10988829,0.08159986837542016,626359,626702,0.9994526904334118
polygon,520,1,520,897207,10988829,0.08164718915909966,626360,626702,0.9994542860881248
polygon,521,1,521,897728,10988829,0.08169460094428624,626361,626702,0.999455881742838
polygon,524,1,524,898252,10988829,0.08174228573399404,626362,626702,0.999457477397551
polygon,526,3,1578,899830,10988829,0.0818858861121599,626365,626702,0.9994622643616903
polygon,527,1,527,900357,10988829,0.08193384390638893,626366,626702,0.9994638600164033
polygon,537,2,1074,901431,10988829,0.08203157952498852,626368,626702,0.9994670513258295
polygon,538,2,1076,902507,10988829,0.08212949714660224,626370,626702,0.9994702426352556
polygon,550,2,1100,903607,10988829,0.0822295988043858,626372,626702,0.9994734339446818
polygon,558,1,558,904165,10988829,0.08228037764533419,626373,626702,0.9994750295993949
polygon,559,1,559,904724,10988829,0.08233124748778965,626374,626702,0.999476625254108
polygon,560,1,560,905284,10988829,0.08238220833175218,626375,626702,0.9994782209088211
polygon,564,1,564,905848,10988829,0.08243353318174303,626376,626702,0.9994798165635341
polygon,567,1,567,906415,10988829,0.08248513103625509,626377,626702,0.9994814122182473
polygon,572,1,572,906987,10988829,0.08253718389830254,626378,626702,0.9994830078729604
polygon,577,1,577,907564,10988829,0.08258969176788537,626379,626702,0.9994846035276734
polygon,578,1,578,908142,10988829,0.08264229063897527,626380,626702,0.9994861991823866
polygon,581,1,581,908723,10988829,0.0826951625145864,626381,626702,0.9994877948370996
polygon,591,1,591,909314,10988829,0.0827489444052683,626382,626702,0.9994893904918127
polygon,592,1,592,909906,10988829,0.08280281729745727,626383,626702,0.9994909861465258
polygon,594,1,594,910500,10988829,0.08285687219266039,626384,626702,0.9994925818012389
polygon,595,1,595,911095,10988829,0.08291101808937058,626385,626702,0.9994941774559519
polygon,596,2,1192,912287,10988829,0.08301949188580512,626387,626702,0.9994973687653781
polygon,599,1,599,912886,10988829,0.08307400178854361,626388,626702,0.9994989644200912
polygon,600,2,1200,914086,10988829,0.08318320359703477,626390,626702,0.9995021557295174
polygon,604,1,604,914690,10988829,0.08323816850730865,626391,626702,0.9995037513842304
polygon,605,1,605,915295,10988829,0.08329322441908961,626392,626702,0.9995053470389436
polygon,615,1,615,915910,10988829,0.08334919034594132,626393,626702,0.9995069426936566
polygon,622,1,622,916532,10988829,0.08340579328334256,626394,626702,0.9995085383483697
polygon,625,1,625,917157,10988829,0.08346266922526505,626395,626702,0.9995101340030828
polygon,631,1,631,917788,10988829,0.08352009117622997,626396,626702,0.9995117296577959
polygon,633,1,633,918421,10988829,0.08357769513020905,626397,626702,0.999513325312509
polygon,634,1,634,919055,10988829,0.0836353900856952,626398,626702,0.999514920967222
polygon,650,1,650,919705,10988829,0.08369454106529459,626399,626702,0.9995165166219352
polygon,654,1,654,920359,10988829,0.08375405605092226,626400,626702,0.9995181122766482
polygon,657,1,657,921016,10988829,0.08381384404107116,626401,626702,0.9995197079313614
polygon,658,1,658,921674,10988829,0.08387372303272715,626402,626702,0.9995213035860744
polygon,662,2,1324,922998,10988829,0.08399420902809572,626404,626702,0.9995244948955005
polygon,664,1,664,923662,10988829,0.08405463402879415,626405,626702,0.9995260905502137
polygon,670,1,670,924332,10988829,0.08411560503853505,626406,626702,0.9995276862049267
polygon,678,1,678,925010,10988829,0.08417730406033254,626407,626702,0.9995292818596399
polygon,693,1,693,925703,10988829,0.08424036810473619,626408,626702,0.9995308775143529
polygon,700,1,700,926403,10988829,0.08430406915968935,626409,626702,0.999532473169066
polygon,702,1,702,927105,10988829,0.08436795221765668,626410,626702,0.999534068823779
polygon,703,1,703,927808,10988829,0.08443192627713107,626411,626702,0.9995356644784922
polygon,704,1,704,928512,10988829,0.08449599133811254,626412,626702,0.9995372601332052
polygon,707,6,4242,932754,10988829,0.08488201973112877,626418,626702,0.9995468340614838
polygon,709,1,709,933463,10988829,0.08494653979964562,626419,626702,0.9995484297161968
polygon,718,1,718,934181,10988829,0.08501187888172616,626420,626702,0.99955002537091
polygon,719,1,719,934900,10988829,0.08507730896531378,626421,626702,0.999551621025623
polygon,722,1,722,935622,10988829,0.08514301205342262,626422,626702,0.9995532166803361
polygon,729,1,729,936351,10988829,0.08520935215208099,626423,626702,0.9995548123350492
polygon,730,1,730,937081,10988829,0.08527578325224644,626424,626702,0.9995564079897623
polygon,731,1,731,937812,10988829,0.08534230535391897,626425,626702,0.9995580036444753
polygon,733,1,733,938545,10988829,0.08540900945860565,626426,626702,0.9995595992991885
polygon,735,1,735,939280,10988829,0.08547589556630647,626427,626702,0.9995611949539015
polygon,742,1,742,940022,10988829,0.08554341868455684,626428,626702,0.9995627906086146
polygon,745,1,745,940767,10988829,0.08561121480732842,626429,626702,0.9995643862633277
polygon,749,1,749,941516,10988829,0.08567937493612832,626430,626702,0.9995659819180408
polygon,753,1,753,942269,10988829,0.08574789907095652,626431,626702,0.9995675775727538
polygon,754,1,754,943023,10988829,0.08581651420729179,626432,626702,0.999569173227467
polygon,755,1,755,943778,10988829,0.08588522034513414,626433,626702,0.99957076888218
polygon,758,1,758,944536,10988829,0.08595419948749772,626434,626702,0.9995723645368931
polygon,763,2,1526,946062,10988829,0.08609306778729563,626436,626702,0.9995755558463193
polygon,770,1,770,946832,10988829,0.08616313894774412,626437,626702,0.9995771515010324
polygon,774,1,774,947606,10988829,0.0862335741142209,626438,626702,0.9995787471557455
polygon,778,1,778,948384,10988829,0.08630437328672601,626439,626702,0.9995803428104586
polygon,781,2,1562,949946,10988829,0.08644651764077865,626441,626702,0.9995835341198848
polygon,782,1,782,950728,10988829,0.08651768081931205,626442,626702,0.9995851297745978
polygon,790,1,790,951518,10988829,0.08658957200990205,626443,626702,0.9995867254293109
polygon,796,1,796,952314,10988829,0.08666200920953451,626444,626702,0.999588321084024
polygon,800,1,800,953114,10988829,0.08673481041519529,626445,626702,0.9995899167387371
polygon,805,1,805,953919,10988829,0.08680806662839144,626446,626702,0.9995915123934501
polygon,806,1,806,954725,10988829,0.08688141384309465,626447,626702,0.9995931080481633
polygon,816,1,816,955541,10988829,0.08695567107286864,626448,626702,0.9995947037028763
polygon,817,1,817,956358,10988829,0.08703001930414969,626449,626702,0.9995962993575894
polygon,826,1,826,957184,10988829,0.08710518654899443,626450,626702,0.9995978950123025
polygon,831,1,831,958015,10988829,0.08718080880137456,626451,626702,0.9995994906670156
polygon,832,1,832,958847,10988829,0.08725652205526176,626452,626702,0.9996010863217286
polygon,840,1,840,959687,10988829,0.08733296332120556,626453,626702,0.9996026819764418
polygon,857,1,857,960544,10988829,0.08741095161276966,626454,626702,0.9996042776311549
polygon,860,2,1720,962264,10988829,0.08756747420494031,626456,626702,0.9996074689405811
polygon,871,1,871,963135,10988829,0.08764673651760346,626457,626702,0.9996090645952941
polygon,875,1,875,964010,10988829,0.08772636283629494,626458,626702,0.9996106602500072
polygon,878,1,878,964888,10988829,0.08780626215950763,626459,626702,0.9996122559047202
polygon,880,1,880,965768,10988829,0.08788634348573447,626460,626702,0.9996138515594334
polygon,884,1,884,966652,10988829,0.08796678881798961,626461,626702,0.9996154472141464
polygon,895,1,895,967547,10988829,0.0880482351668226,626462,626702,0.9996170428688596
polygon,900,1,900,968447,10988829,0.08813013652319096,626463,626702,0.9996186385235726
polygon,910,1,910,969357,10988829,0.08821294789463008,626464,626702,0.9996202341782857
polygon,919,1,919,970276,10988829,0.08829657827963289,626465,626702,0.9996218298329987
polygon,934,1,934,971210,10988829,0.08838157368724184,626466,626702,0.9996234254877119
polygon,935,1,935,972145,10988829,0.08846666009635785,626467,626702,0.9996250211424249
polygon,936,1,936,973081,10988829,0.08855183750698095,626468,626702,0.999626616797138
polygon,941,2,1882,974963,10988829,0.0887231023432979,626470,626702,0.9996298081065642
polygon,942,1,942,975905,10988829,0.08880882576296346,626471,626702,0.9996314037612772
polygon,948,1,948,976853,10988829,0.08889509519167146,626472,626702,0.9996329994159904
polygon,951,1,951,977804,10988829,0.0889816376249007,626473,626702,0.9996345950707035
polygon,967,1,967,978771,10988829,0.08906963608224316,626474,626702,0.9996361907254165
polygon,972,1,972,979743,10988829,0.08915808954712098,626475,626702,0.9996377863801297
polygon,987,1,987,980730,10988829,0.08924790803460496,626476,626702,0.9996393820348427
polygon,991,1,991,981721,10988829,0.08933809052811724,626477,626702,0.9996409776895558
polygon,1005,1,1005,982726,10988829,0.08942954704272857,626478,626702,0.9996425733442689
polygon,1012,1,1012,983738,10988829,0.08952164056788944,626479,626702,0.999644168998982
polygon,1013,1,1013,984751,10988829,0.0896138250945574,626480,626702,0.999645764653695
polygon,1017,1,1017,985768,10988829,0.08970637362725364,626481,626702,0.9996473603084082
polygon,1034,1,1034,986802,10988829,0.08980046918557018,626482,626702,0.9996489559631212
polygon,1038,1,1038,987840,10988829,0.08989492874991503,626483,626702,0.9996505516178343
polygon,1047,1,1047,988887,10988829,0.08999020732782356,626484,626702,0.9996521472725474
polygon,1050,2,2100,990987,10988829,0.09018131049268308,626486,626702,0.9996553385819735
polygon,1060,1,1060,992047,10988829,0.09027777209018359,626487,626702,0.9996569342366867
polygon,1065,1,1065,993112,10988829,0.09037468869521949,626488,626702,0.9996585298913997
polygon,1070,1,1070,994182,10988829,0.09047206030779076,626489,626702,0.9996601255461128
polygon,1074,1,1074,995256,10988829,0.09056979592639033,626490,626702,0.9996617212008259
polygon,1080,1,1080,996336,10988829,0.09066807755403238,626491,626702,0.999663316855539
polygon,1098,1,1098,997434,10988829,0.09076799720880177,626492,626702,0.9996649125102521
polygon,1101,1,1101,998535,10988829,0.0908681898680924,626493,626702,0.9996665081649652
polygon,1103,1,1103,999638,10988829,0.09096856453039719,626494,626702,0.9996681038196783
polygon,1123,1,1123,1000761,10988829,0.0910707592228435,626495,626702,0.9996696994743913
polygon,1135,1,1135,1001896,10988829,0.0911740459333747,626496,626702,0.9996712951291045
polygon,1150,2,2300,1004196,10988829,0.09138334939964941,626498,626702,0.9996744864385306
polygon,1156,1,1156,1005352,10988829,0.09148854714182922,626499,626702,0.9996760820932437
polygon,1183,1,1183,1006535,10988829,0.09159620192470007,626500,626702,0.9996776777479568
polygon,1187,1,1187,1007722,10988829,0.09170422071359924,626501,626702,0.9996792734026698
polygon,1206,1,1206,1008928,10988829,0.09181396853113284,626502,626702,0.999680869057383
polygon,1211,1,1211,1010139,10988829,0.09192417135620183,626503,626702,0.999682464712096
polygon,1228,1,1228,1011367,10988829,0.09203592120689111,626504,626702,0.9996840603668091
polygon,1237,1,1237,1012604,10988829,0.09214849007114406,626505,626702,0.9996856560215222
polygon,1242,1,1242,1013846,10988829,0.0922615139429324,626506,626702,0.9996872516762353
polygon,1244,1,1244,1015090,10988829,0.0923747198177349,626507,626702,0.9996888473309483
polygon,1246,1,1246,1016336,10988829,0.09248810769555155,626508,626702,0.9996904429856615
polygon,1255,2,2510,1018846,10988829,0.0927165214783122,626510,626702,0.9996936342950876
polygon,1258,1,1258,1020104,10988829,0.09283100137421375,626511,626702,0.9996952299498008
polygon,1260,1,1260,1021364,10988829,0.09294566327312946,626512,626702,0.9996968256045138
polygon,1273,1,1273,1022637,10988829,0.09306150819163717,626513,626702,0.9996984212592269
polygon,1296,1,1296,1023933,10988829,0.09317944614480761,626514,626702,0.99970001691394
polygon,1343,1,1343,1025276,10988829,0.09330166116881061,626515,626702,0.9997016125686531
polygon,1344,1,1344,1026620,10988829,0.09342396719432071,626516,626702,0.9997032082233661
polygon,1356,1,1356,1027976,10988829,0.09354736523791571,626517,626702,0.9997048038780793
polygon,1361,1,1361,1029337,10988829,0.09367121828904608,626518,626702,0.9997063995327923
polygon,1366,1,1366,1030703,10988829,0.09379552634771185,626519,626702,0.9997079951875054
polygon,1369,1,1369,1032072,10988829,0.09392010741089883,626520,626702,0.9997095908422184
polygon,1375,2,2750,1034822,10988829,0.09417036155535771,626522,626702,0.9997127821516446
polygon,1389,1,1389,1036211,10988829,0.09429676264868622,626523,626702,0.9997143778063577
polygon,1400,1,1400,1037611,10988829,0.09442416475859257,626524,626702,0.9997159734610708
