chain,contract_reuse_count,runtime_group_count,contracts_in_group,cumulative_contracts,total_contracts,cumulative_contract_fraction,cumulative_runtime_groups,total_runtime_groups,cumulative_runtime_fraction
ethereum,2538,1,2538,2764413,72881396,0.037930297054134365,362206,362813,0.9983269618233084
ethereum,2542,1,2542,2766955,72881396,0.03796517563961042,362207,362813,0.9983297180641267
ethereum,2546,1,2546,2769501,72881396,0.03800010910877723,362208,362813,0.998332474304945
ethereum,2548,1,2548,2772049,72881396,0.03803507001978941,362209,362813,0.9983352305457632
ethereum,2557,1,2557,2774606,72881396,0.0380701544191058,362210,362813,0.9983379867865815
ethereum,2561,1,2561,2777167,72881396,0.03810529370211295,362211,362813,0.9983407430273998
ethereum,2573,1,2573,2779740,72881396,0.03814059763619237,362212,362813,0.9983434992682181
ethereum,2578,1,2578,2782318,72881396,0.038175970174885235,362213,362813,0.9983462555090363
ethereum,2579,1,2579,2784897,72881396,0.03821135643450079,362214,362813,0.9983490117498546
ethereum,2580,1,2580,2787477,72881396,0.03824675641503903,362215,362813,0.9983517679906729
ethereum,2582,3,7746,2795223,72881396,0.038353038682189894,362218,362813,0.9983600367131277
ethereum,2586,2,5172,2800395,72881396,0.038424003294338656,362220,362813,0.9983655491947643
ethereum,2592,1,2592,2802987,72881396,0.03845956792594917,362221,362813,0.9983683054355825
ethereum,2608,1,2608,2805595,72881396,0.03849535209232271,362222,362813,0.9983710616764008
ethereum,2614,1,2614,2808209,72881396,0.03853121858423239,362223,362813,0.998373817917219
ethereum,2616,1,2616,2810825,72881396,0.038567112517987445,362224,362813,0.9983765741580374
ethereum,2627,1,2627,2813452,72881396,0.03860315738189208,362225,362813,0.9983793303988556
ethereum,2630,1,2630,2816082,72881396,0.03863924340856479,362226,362813,0.9983820866396739
ethereum,2640,1,2640,2818722,72881396,0.03867546664446438,362227,362813,0.9983848428804921
ethereum,2641,1,2641,2821363,72881396,0.03871170360128667,362228,362813,0.9983875991213105
ethereum,2652,1,2652,2824015,72881396,0.03874809148825854,362229,362813,0.9983903553621287
ethereum,2661,1,2661,2826676,72881396,0.03878460286353461,362230,362813,0.998393111602947
ethereum,2725,1,2725,2829401,72881396,0.038821992377862796,362231,362813,0.9983958678437652
ethereum,2728,1,2728,2832129,72881396,0.03885942305495905,362232,362813,0.9983986240845835
ethereum,2750,1,2750,2834879,72881396,0.03889715559235446,362233,362813,0.9984013803254018
ethereum,2759,1,2759,2837638,72881396,0.03893501161805408,362234,362813,0.9984041365662201
ethereum,2779,1,2779,2840417,72881396,0.03897314206220748,362235,362813,0.9984068928070383
ethereum,2802,1,2802,2843219,72881396,0.03901158808758273,362236,362813,0.9984096490478566
ethereum,2814,2,5628,2848847,72881396,0.03908880944047779,362238,362813,0.9984151615294932
ethereum,2819,1,2819,2851666,72881396,0.03912748872153876,362239,362813,0.9984179177703114
ethereum,2821,1,2821,2854487,72881396,0.03916619544444511,362240,362813,0.9984206740111297
ethereum,2825,1,2825,2857312,72881396,0.03920495705104222,362241,362813,0.998423430251948
ethereum,2840,1,2840,2860152,72881396,0.03924392447147966,362242,362813,0.9984261864927663
ethereum,2848,1,2848,2863000,72881396,0.03928300165929862,362243,362813,0.9984289427335845
ethereum,2851,1,2851,2865851,72881396,0.03932212000988565,362244,362813,0.9984316989744028
ethereum,2871,2,5742,2871593,72881396,0.039400905547967276,362246,362813,0.9984372114560394
ethereum,2878,1,2878,2874471,72881396,0.03944039436346691,362247,362813,0.9984399676968576
ethereum,2897,3,8691,2883162,72881396,0.03955964290255911,362250,362813,0.9984482364193125
ethereum,2898,1,2898,2886060,72881396,0.039599406136512534,362251,362813,0.9984509926601307
ethereum,2945,1,2945,2889005,72881396,0.039639814253832346,362252,362813,0.998453748900949
ethereum,2948,2,5896,2894901,72881396,0.039720712814008116,362254,362813,0.9984592613825856
ethereum,2954,1,2954,2897855,72881396,0.039761244419632136,362255,362813,0.9984620176234038
ethereum,2971,1,2971,2900826,72881396,0.03980200928094187,362256,362813,0.998464773864222
ethereum,2975,1,2975,2903801,72881396,0.03984282902594237,362257,362813,0.9984675301050403
ethereum,2978,1,2978,2906779,72881396,0.03988368993371093,362258,362813,0.9984702863458587
ethereum,2984,1,2984,2909763,72881396,0.039924633167015625,362259,362813,0.9984730425866769
ethereum,2986,1,2986,2912749,72881396,0.0399656038421657,362260,362813,0.9984757988274952
ethereum,2990,1,2990,2915739,72881396,0.040006629401006535,362261,362813,0.9984785550683134
ethereum,3000,4,12000,2927739,72881396,0.040171280473277435,362265,362813,0.9984895800315865
ethereum,3004,1,3004,2930743,72881396,0.04021249812503591,362266,362813,0.9984923362724047
ethereum,3007,1,3007,2933750,72881396,0.040253756939562464,362267,362813,0.9984950925132231
ethereum,3035,1,3035,2936785,72881396,0.040295399939924315,362268,362813,0.9984978487540414
ethereum,3040,1,3040,2939825,72881396,0.040337111544899606,362269,362813,0.9985006049948596
ethereum,3052,2,6104,2945929,72881396,0.040420864056994736,362271,362813,0.9985061174764962
ethereum,3063,1,3063,2948992,72881396,0.040462891243191884,362272,362813,0.9985088737173144
ethereum,3069,2,6138,2955130,72881396,0.04054711026665845,362274,362813,0.9985143861989509
ethereum,3072,1,3072,2958202,72881396,0.0405892609411598,362275,362813,0.9985171424397693
ethereum,3093,1,3093,2961295,72881396,0.04063169975503762,362276,362813,0.9985198986805875
ethereum,3123,1,3123,2964418,72881396,0.040674550196596125,362277,362813,0.9985226549214058
ethereum,3125,1,3125,2967543,72881396,0.04071742808000001,362278,362813,0.998525411162224
ethereum,3126,1,3126,2970669,72881396,0.04076031968432657,362279,362813,0.9985281674030423
ethereum,3132,1,3132,2973801,72881396,0.04080329361418928,362280,362813,0.9985309236438606
ethereum,3164,1,3164,2976965,72881396,0.04084670661357804,362281,362813,0.9985336798846789
ethereum,3167,1,3167,2980132,72881396,0.04089016077573487,362282,362813,0.9985364361254971
ethereum,3174,1,3174,2983306,72881396,0.040933710984350516,362283,362813,0.9985391923663154
ethereum,3178,1,3178,2986484,72881396,0.04097731607665693,362284,362813,0.9985419486071337
ethereum,3190,1,3190,2989674,72881396,0.04102108582003561,362285,362813,0.998544704847952
ethereum,3193,1,3193,2992867,72881396,0.04106489672618236,362286,362813,0.9985474610887702
ethereum,3200,1,3200,2996067,72881396,0.04110880367878793,362287,362813,0.9985502173295885
ethereum,3211,1,3211,2999278,72881396,0.04115286156154309,362288,362813,0.9985529735704068
ethereum,3220,1,3220,3002498,72881396,0.04119704293260244,362289,362813,0.9985557298112251
ethereum,3234,1,3234,3005732,72881396,0.04124141639657945,362290,362813,0.9985584860520433
ethereum,3254,1,3254,3008986,72881396,0.04128606427901024,362291,362813,0.9985612422928616
ethereum,3260,1,3260,3012246,72881396,0.04133079448697717,362292,362813,0.9985639985336798
ethereum,3265,1,3265,3015511,72881396,0.04137559329955755,362293,362813,0.9985667547744982
ethereum,3270,1,3270,3018781,72881396,0.041420460716751366,362294,362813,0.9985695110153164
ethereum,3278,1,3278,3022059,72881396,0.041465437901326695,362295,362813,0.9985722672561347
ethereum,3294,1,3294,3025353,72881396,0.04151063462066506,362296,362813,0.9985750234969529
ethereum,3300,1,3300,3028653,72881396,0.041555913665539554,362297,362813,0.9985777797377713
ethereum,3322,1,3322,3031975,72881396,0.041601494570713216,362298,362813,0.9985805359785895
ethereum,3326,1,3326,3035301,72881396,0.041647130359577636,362299,362813,0.9985832922194078
ethereum,3333,1,3333,3038634,72881396,0.04169286219490088,362300,362813,0.998586048460226
ethereum,3335,1,3335,3041969,72881396,0.0417386214720695,362301,362813,0.9985888047010444
ethereum,3350,1,3350,3045319,72881396,0.04178458656307846,362302,362813,0.9985915609418626
ethereum,3352,1,3352,3048671,72881396,0.041830579095932796,362303,362813,0.9985943171826809
ethereum,3391,1,3391,3052062,72881396,0.04187710674477201,362304,362813,0.9985970734234991
ethereum,3393,1,3393,3055455,72881396,0.04192366183545661,362305,362813,0.9985998296643175
ethereum,3400,2,6800,3062255,72881396,0.042016964109743454,362307,362813,0.998605342145954
ethereum,3406,1,3406,3065661,72881396,0.04206369757242301,362308,362813,0.9986080983867722
ethereum,3414,1,3414,3069075,72881396,0.04211054080248408,362309,362813,0.9986108546275905
ethereum,3432,1,3432,3072507,72881396,0.042157631009153554,362310,362813,0.9986136108684088
ethereum,3450,1,3450,3075957,72881396,0.04220496819243144,362311,362813,0.9986163671092271
ethereum,3466,1,3466,3079423,72881396,0.04225252491047235,362312,362813,0.9986191233500453
ethereum,3481,1,3481,3082904,72881396,0.042300287442353604,362313,362813,0.9986218795908636
ethereum,3491,1,3491,3086395,72881396,0.04234818718346174,362314,362813,0.9986246358316819
ethereum,3512,1,3512,3089907,72881396,0.04239637506394636,362315,362813,0.9986273920725002
ethereum,3515,1,3515,3093422,72881396,0.042444604107199045,362316,362813,0.9986301483133184
ethereum,3526,1,3526,3096948,72881396,0.04249298408060131,362317,362813,0.9986329045541367
ethereum,3534,1,3534,3100482,72881396,0.04254147382138509,362318,362813,0.998635660794955
ethereum,3548,1,3548,3104030,72881396,0.04259015565508652,362319,362813,0.9986384170357733
ethereum,3562,1,3562,3107592,72881396,0.042639029581705595,362320,362813,0.9986411732765915
ethereum,3584,1,3584,3111176,72881396,0.04268820536862384,362321,362813,0.9986439295174098
ethereum,3590,1,3590,3114766,72881396,0.042737463481078215,362322,362813,0.998646685758228
ethereum,3600,2,7200,3121966,72881396,0.042836254124440754,362324,362813,0.9986521982398646
ethereum,3618,1,3618,3125584,72881396,0.042885896422730434,362325,362813,0.9986549544806829
ethereum,3623,1,3623,3129207,72881396,0.042935607325633555,362326,362813,0.9986577107215011
ethereum,3645,1,3645,3132852,72881396,0.04298562008883584,362327,362813,0.9986604669623195
ethereum,3650,1,3650,3136502,72881396,0.04303570145665157,362328,362813,0.9986632232031377
ethereum,3658,1,3658,3140160,72881396,0.043085892591848814,362329,362813,0.998665979443956
ethereum,3662,1,3662,3143822,72881396,0.04313613861073682,362330,362813,0.9986687356847742
ethereum,3679,1,3679,3147501,72881396,0.04318661788531054,362331,362813,0.9986714919255926
ethereum,3690,1,3690,3151191,72881396,0.04323724809003384,362332,362813,0.9986742481664108
ethereum,3692,1,3692,3154883,72881396,0.043287905736602524,362333,362813,0.9986770044072291
ethereum,3693,1,3693,3158576,72881396,0.04333857710409389,362334,362813,0.9986797606480473
ethereum,3695,1,3695,3162271,72881396,0.043389275913430635,362335,362813,0.9986825168888657
ethereum,3713,2,7426,3169697,72881396,0.04349116748532095,362337,362813,0.9986880293705022
ethereum,3717,1,3717,3173414,72881396,0.04354216815495686,362338,362813,0.9986907856113204
ethereum,3726,1,3726,3177140,72881396,0.04359329231289697,362339,362813,0.9986935418521387
ethereum,3740,1,3740,3180880,72881396,0.04364460856375473,362340,362813,0.998696298092957
ethereum,3764,1,3764,3184644,72881396,0.04369625411675704,362341,362813,0.9986990543337753
ethereum,3771,2,7542,3192186,72881396,0.0437997373156793,362343,362813,0.9987045668154118
ethereum,3783,1,3783,3195969,72881396,0.0438516435662127,362344,362813,0.9987073230562301
ethereum,3794,1,3794,3199763,72881396,0.04390370074689568,362345,362813,0.9987100792970484
ethereum,3795,1,3795,3203558,72881396,0.043955771648501354,362346,362813,0.9987128355378666
ethereum,3796,1,3796,3207354,72881396,0.04400785627102972,362347,362813,0.9987155917786849
ethereum,3802,1,3802,3211156,72881396,0.04406002321909421,362348,362813,0.9987183480195032
ethereum,3806,1,3806,3214962,72881396,0.044112245050849465,362349,362813,0.9987211042603215
ethereum,3825,1,3825,3218787,72881396,0.044164727580135815,362350,362813,0.9987238605011397
ethereum,3827,1,3827,3222614,72881396,0.044217237551267545,362351,362813,0.998726616741958
ethereum,3837,1,3837,3226451,72881396,0.044269884731626165,362352,362813,0.9987293729827762
ethereum,3845,1,3845,3230296,72881396,0.044322641679366295,362353,362813,0.9987321292235946
ethereum,3856,1,3856,3234152,72881396,0.04437554955725601,362354,362813,0.9987348854644128
ethereum,3863,1,3863,3238015,72881396,0.04442855348160455,362355,362813,0.998737641705231
ethereum,3869,1,3869,3241884,72881396,0.04448163973148923,362356,362813,0.9987403979460493
ethereum,3870,1,3870,3245754,72881396,0.04453473970229659,362357,362813,0.9987431541868677
ethereum,3874,1,3874,3249628,72881396,0.04458789455679471,362358,362813,0.9987459104276859
ethereum,3884,1,3884,3253512,72881396,0.044641186620519725,362359,362813,0.9987486666685041
ethereum,3897,1,3897,3257409,72881396,0.0446946570562397,362360,362813,0.9987514229093224
ethereum,3910,2,7820,3265229,72881396,0.04480195467166957,362362,362813,0.998756935390959
ethereum,3928,1,3928,3269157,72881396,0.04485585045599291,362363,362813,0.9987596916317772
ethereum,3938,1,3938,3273095,72881396,0.04490988344954314,362364,362813,0.9987624478725955
ethereum,3946,1,3946,3277041,72881396,0.04496402621047489,362365,362813,0.9987652041134139
ethereum,3960,1,3960,3281001,72881396,0.04501836106432429,362366,362813,0.9987679603542321
ethereum,3969,1,3969,3284970,72881396,0.045072819406477886,362367,362813,0.9987707165950503
ethereum,3973,1,3973,3288943,72881396,0.04512733263232225,362368,362813,0.9987734728358686
ethereum,4000,1,4000,3292943,72881396,0.04518221632307921,362369,362813,0.9987762290766868
ethereum,4012,1,4012,3296955,72881396,0.04523726466490845,362370,362813,0.9987789853175052
ethereum,4021,1,4021,3300976,72881396,0.04529243649504189,362371,362813,0.9987817415583234
ethereum,4037,1,4037,3305013,72881396,0.04534782785993836,362372,362813,0.9987844977991417
ethereum,4055,1,4055,3309068,72881396,0.045403466201443234,362373,362813,0.9987872540399599
ethereum,4060,1,4060,3313128,72881396,0.04545917314756155,362374,362813,0.9987900102807783
ethereum,4065,1,4065,3317193,72881396,0.04551494869829332,362375,362813,0.9987927665215965
ethereum,4080,1,4080,3321273,72881396,0.045570930062865424,362376,362813,0.9987955227624148
ethereum,4090,1,4090,3325363,72881396,0.045627048636664426,362377,362813,0.998798279003233
ethereum,4100,1,4100,3329463,72881396,0.04568330441969031,362378,362813,0.9988010352440514
ethereum,4116,1,4116,3333579,72881396,0.04573977973747923,362379,362813,0.9988037914848696
ethereum,4128,1,4128,3337707,72881396,0.04579641970634042,362380,362813,0.9988065477256879
ethereum,4151,1,4151,3341858,72881396,0.04585337525642346,362381,362813,0.9988093039665061
ethereum,4180,1,4180,3346038,72881396,0.045910728713264494,362382,362813,0.9988120602073244
ethereum,4183,1,4183,3350221,72881396,0.04596812333287359,362383,362813,0.9988148164481427
ethereum,4185,1,4185,3354406,72881396,0.046025545394328064,362384,362813,0.998817572688961
ethereum,4208,1,4208,3358614,72881396,0.046083283037004395,362385,362813,0.9988203289297792
ethereum,4232,1,4232,3362846,72881396,0.046141349981825265,362386,362813,0.9988230851705975
ethereum,4241,1,4241,3367087,72881396,0.04619954041495034,362387,362813,0.9988258414114158
ethereum,4250,2,8500,3375587,72881396,0.04631616825780889,362389,362813,0.9988313538930523
ethereum,4267,1,4267,3379854,72881396,0.046374715434923885,362390,362813,0.9988341101338706
ethereum,4288,1,4288,3384142,72881396,0.04643355075141536,362391,362813,0.9988368663746889
ethereum,4297,1,4297,3388439,72881396,0.04649250955621102,362392,362813,0.9988396226155072
ethereum,4304,2,8608,3397047,72881396,0.04661061925872002,362394,362813,0.9988451350971437
ethereum,4311,1,4311,3401358,72881396,0.04666977015643334,362395,362813,0.998847891337962
ethereum,4351,1,4351,3405709,72881396,0.046729469891054226,362396,362813,0.9988506475787803
ethereum,4356,1,4356,3410065,72881396,0.04678923823028856,362397,362813,0.9988534038195985
ethereum,4370,1,4370,3414435,72881396,0.04684919866244055,362398,362813,0.9988561600604168
ethereum,4383,1,4383,3418818,72881396,0.04690933746658749,362399,362813,0.998858916301235
ethereum,4389,1,4389,3423207,72881396,0.046969558596270576,362400,362813,0.9988616725420534
ethereum,4412,1,4412,3427619,72881396,0.04703009530717551,362401,362813,0.9988644287828716
ethereum,4424,1,4424,3432043,72881396,0.04709079666915272,362402,362813,0.9988671850236899
ethereum,4458,1,4458,3436501,72881396,0.047151964542501354,362403,362813,0.9988699412645081
ethereum,4491,2,8982,3445483,72881396,0.04727520587009612,362405,362813,0.9988754537461447
ethereum,4500,1,4500,3449983,72881396,0.04733695002219771,362406,362813,0.998878209986963
ethereum,4506,1,4506,3454489,72881396,0.047398776499835434,362407,362813,0.9988809662277812
ethereum,4538,1,4538,3459027,72881396,0.04746104204699921,362408,362813,0.9988837224685996
ethereum,4546,1,4546,3463573,72881396,0.0475234173615445,362409,362813,0.9988864787094178
ethereum,4558,1,4558,3468131,72881396,0.047585957327162066,362410,362813,0.9988892349502361
ethereum,4570,2,9140,3477271,72881396,0.047711366560541736,362412,362813,0.9988947474318726
ethereum,4592,1,4592,3481863,72881396,0.04777437303753073,362413,362813,0.9988975036726909
ethereum,4605,1,4605,3486468,72881396,0.04783755788651469,362414,362813,0.9989002599135092
ethereum,4614,1,4614,3491082,72881396,0.04790086622380285,362415,362813,0.9989030161543274
ethereum,4616,2,9232,3500314,72881396,0.048027537782069925,362417,362813,0.998908528635964
ethereum,4638,1,4638,3504952,72881396,0.04809117542150263,362418,362813,0.9989112848767823
ethereum,4668,1,4668,3509620,72881396,0.04815522468861601,362419,362813,0.9989140411176005
ethereum,4679,1,4679,3514299,72881396,0.04821942488587897,362420,362813,0.9989167973584188
ethereum,4702,1,4702,3519001,72881396,0.048283940664363784,362421,362813,0.9989195535992371
ethereum,4717,1,4717,3523718,72881396,0.048348662256688935,362422,362813,0.9989223098400554
ethereum,4721,1,4721,3528439,72881396,0.048413438732704844,362423,362813,0.9989250660808736
ethereum,4740,1,4740,3533179,72881396,0.04847847590625185,362424,362813,0.9989278223216919
ethereum,4756,1,4756,3537935,72881396,0.04854373261456189,362425,362813,0.9989305785625102
ethereum,4768,1,4768,3542703,72881396,0.048609153973944184,362426,362813,0.9989333348033285
ethereum,4792,1,4792,3547495,72881396,0.048674904635471035,362427,362813,0.9989360910441467
ethereum,4823,1,4823,3552318,72881396,0.048741080645601245,362428,362813,0.998938847284965
ethereum,4841,1,4841,3557159,72881396,0.04880750363233986,362429,362813,0.9989416035257832
ethereum,4860,1,4860,3562019,72881396,0.04887418731660958,362430,362813,0.9989443597666016
ethereum,4880,1,4880,3566899,72881396,0.048941145419333074,362431,362813,0.9989471160074198
ethereum,4886,1,4886,3571785,72881396,0.049008185847592714,362432,362813,0.9989498722482381
ethereum,4920,1,4920,3576705,72881396,0.049075692787223776,362433,362813,0.9989526284890563
ethereum,4946,1,4946,3581651,72881396,0.04914355647084477,362434,362813,0.9989553847298747
ethereum,4960,1,4960,3586611,72881396,0.04921161224738341,362435,362813,0.9989581409706929
ethereum,5000,4,20000,3606611,72881396,0.049486030701168235,362439,362813,0.998969165933966
ethereum,5001,1,5001,3611612,72881396,0.049554649035537135,362440,362813,0.9989719221747843
ethereum,5025,1,5025,3616637,72881396,0.049623596672050574,362441,362813,0.9989746784156025
ethereum,5037,1,5037,3621674,72881396,0.04969270895963628,362442,362813,0.9989774346564207
ethereum,5092,1,5092,3626766,72881396,0.0497625758979699,362443,362813,0.9989801908972391
ethereum,5102,2,10204,3636970,72881396,0.049902584193090925,362445,362813,0.9989857033788756
ethereum,5128,1,5128,3642098,72881396,0.049972945084641354,362446,362813,0.9989884596196938
ethereum,5131,1,5131,3647229,72881396,0.05004334713895985,362447,362813,0.9989912158605122
ethereum,5136,1,5136,3652365,72881396,0.0501138177978918,362448,362813,0.9989939721013305
ethereum,5153,1,5153,3657518,72881396,0.05018452171250946,362449,362813,0.9989967283421487
ethereum,5156,1,5156,3662674,72881396,0.05025526678989519,362450,362813,0.998999484582967
ethereum,5166,1,5166,3667840,72881396,0.05032614907650781,362451,362813,0.9990022408237853
ethereum,5210,1,5210,3673050,72881396,0.05039763508371876,362452,362813,0.9990049970646036
ethereum,5226,1,5226,3678276,72881396,0.050469340625692735,362453,362813,0.9990077533054218
ethereum,5310,1,5310,3683586,72881396,0.050542198725172606,362454,362813,0.99901050954624
ethereum,5326,1,5326,3688912,72881396,0.050615276359415505,362455,362813,0.9990132657870584
ethereum,5350,1,5350,3694262,72881396,0.05068868329580295,362456,362813,0.9990160220278766
ethereum,5379,1,5379,3699641,72881396,0.05076248813894838,362457,362813,0.9990187782686949
ethereum,5476,1,5476,3705117,72881396,0.050837623911594666,362458,362813,0.9990215345095131
ethereum,5499,1,5499,3710616,72881396,0.05091307526546281,362459,362813,0.9990242907503314
ethereum,5512,1,5512,3716128,72881396,0.050988704991325906,362460,362813,0.9990270469911497
ethereum,5552,1,5552,3721680,72881396,0.05106488355409658,362461,362813,0.999029803231968
ethereum,5555,1,5555,3727235,72881396,0.051141103279635315,362462,362813,0.9990325594727862
ethereum,5561,1,5561,3732796,72881396,0.05121740533071019,362463,362813,0.9990353157136045
ethereum,5671,2,11342,3744138,72881396,0.051373028035851566,362465,362813,0.9990408281952411
ethereum,5758,1,5758,3749896,72881396,0.05145203310869622,362466,362813,0.9990435844360593
ethereum,5768,1,5768,3755664,72881396,0.051531175390767764,362467,362813,0.9990463406768776
ethereum,5969,1,5969,3761633,72881396,0.05161307557829985,362468,362813,0.999049096917696
ethereum,5973,1,5973,3767606,72881396,0.05169503064952268,362469,362813,0.9990518531585142
ethereum,5988,1,5988,3773594,72881396,0.05177719153458586,362470,362813,0.9990546093993324
ethereum,6004,1,6004,3779598,72881396,0.05185957195441207,362471,362813,0.9990573656401507
ethereum,6036,1,6036,3785634,72881396,0.051942391443764335,362472,362813,0.9990601218809689
ethereum,6047,1,6047,3791681,72881396,0.05202536186326617,362473,362813,0.9990628781217873
ethereum,6083,1,6083,3797764,72881396,0.05210882623598483,362474,362813,0.9990656343626055
ethereum,6127,1,6127,3803891,72881396,0.05219289432930182,362475,362813,0.9990683906034238
ethereum,6140,1,6140,3810031,72881396,0.052277140794613756,362476,362813,0.999071146844242
ethereum,6141,1,6141,3816172,72881396,0.05236140098084839,362477,362813,0.9990739030850604
ethereum,6150,1,6150,3822322,72881396,0.052445784655387226,362478,362813,0.9990766593258786
ethereum,6155,1,6155,3828477,72881396,0.05253023693453951,362479,362813,0.9990794155666969
ethereum,6236,1,6236,3834713,72881396,0.052615800608429616,362480,362813,0.9990821718075151
ethereum,6280,1,6280,3840993,72881396,0.052701968002918056,362481,362813,0.9990849280483335
ethereum,6286,1,6286,3847279,72881396,0.05278821772294263,362482,362813,0.9990876842891517
ethereum,6299,1,6299,3853578,72881396,0.05287464581496216,362483,362813,0.99909044052997
ethereum,6300,1,6300,3859878,72881396,0.052961087627904385,362484,362813,0.9990931967707882
ethereum,6431,1,6431,3866309,72881396,0.05304932688171889,362485,362813,0.9990959530116065
ethereum,6432,1,6432,3872741,72881396,0.0531375798564561,362486,362813,0.9990987092524248
ethereum,6601,1,6601,3879342,72881396,0.05322815166712778,362487,362813,0.9991014654932431
ethereum,6678,1,6678,3886020,72881396,0.05331977998884654,362488,362813,0.9991042217340613
ethereum,6760,1,6760,3892780,72881396,0.05341253342622581,362489,362813,0.9991069779748796
ethereum,6799,1,6799,3899579,72881396,0.05350582197958996,362490,362813,0.9991097342156979
ethereum,6834,1,6834,3906413,72881396,0.05359959076524824,362491,362813,0.9991124904565162
ethereum,6853,1,6853,3913266,72881396,0.053693620248437615,362492,362813,0.9991152466973344
ethereum,6924,1,6924,3920190,72881396,0.05378862391713792,362493,362813,0.9991180029381527
ethereum,6943,1,6943,3927133,72881396,0.053883888283369326,362494,362813,0.999120759178971
ethereum,7022,1,7022,3934155,72881396,0.05398023660249318,362495,362813,0.9991235154197893
ethereum,7090,1,7090,3941245,72881396,0.0540775179443599,362496,362813,0.9991262716606075
ethereum,7101,1,7101,3948346,72881396,0.05417495021637621,362497,362813,0.9991290279014258
ethereum,7141,1,7141,3955487,72881396,0.05427293132530008,362498,362813,0.9991317841422441
ethereum,7201,1,7201,3962688,72881396,0.05437173568958531,362499,362813,0.9991345403830624
ethereum,7204,1,7204,3969892,72881396,0.05447058121663861,362500,362813,0.9991372966238806
ethereum,7219,1,7219,3977111,72881396,0.05456963255753224,362501,362813,0.9991400528646989
ethereum,7250,1,7250,3984361,72881396,0.054669109247029245,362502,362813,0.9991428091055171
ethereum,7256,1,7256,3991617,72881396,0.05476866826206238,362503,362813,0.9991455653463355
ethereum,7311,1,7311,3998928,72881396,0.054868981927843424,362504,362813,0.9991483215871537
ethereum,7321,1,7321,4006249,72881396,0.05496943280285136,362505,362813,0.999151077827972
ethereum,7354,1,7354,4013603,72881396,0.05507033646830804,362506,362813,0.9991538340687902
ethereum,7413,1,7413,4021016,72881396,0.05517204966820339,362507,362813,0.9991565903096086
ethereum,7421,1,7421,4028437,72881396,0.05527387263548025,362508,362813,0.9991593465504268
ethereum,7424,1,7424,4035861,72881396,0.05537573676552518,362509,362813,0.9991621027912451
ethereum,7427,1,7427,4043288,72881396,0.05547764205833818,362510,362813,0.9991648590320633
ethereum,7436,1,7436,4050724,72881396,0.05557967083945538,362511,362813,0.9991676152728817
ethereum,7454,1,7454,4058178,72881396,0.05568194659718099,362512,362813,0.9991703715136999
ethereum,7473,1,7473,4065651,72881396,0.05578448305243769,362513,362813,0.9991731277545182
ethereum,7505,1,7505,4073156,72881396,0.055887458577220446,362514,362813,0.9991758839953364
ethereum,7563,1,7563,4080719,72881396,0.055991229915519185,362515,362813,0.9991786402361547
ethereum,7585,1,7585,4088304,72881396,0.056095303114117076,362516,362813,0.999181396476973
ethereum,7646,1,7646,4095950,72881396,0.05620021328899902,362517,362813,0.9991841527177913
ethereum,7682,1,7682,4103632,72881396,0.056305617417097775,362518,362813,0.9991869089586095
ethereum,7734,1,7734,4111366,72881396,0.05641173503317637,362519,362813,0.9991896651994278
ethereum,7744,1,7744,4119110,72881396,0.05651798985848185,362520,362813,0.9991924214402461
ethereum,7800,1,7800,4126910,72881396,0.05662501305545794,362521,362813,0.9991951776810644
ethereum,7823,1,7823,4134733,72881396,0.056732351833655874,362522,362813,0.9991979339218826
ethereum,7830,1,7830,4142563,72881396,0.05683978665831264,362523,362813,0.9992006901627009
ethereum,8074,1,8074,4150637,72881396,0.056950569388105575,362524,362813,0.9992034464035192
ethereum,8102,1,8102,4158739,72881396,0.05706173630373381,362525,362813,0.9992062026443375
ethereum,8223,1,8223,4166962,72881396,0.057174563451007444,362526,362813,0.9992089588851557
ethereum,8254,1,8254,4175216,72881396,0.057287815946884445,362527,362813,0.999211715125974
ethereum,8381,1,8381,4183597,72881396,0.057402810999942974,362528,362813,0.9992144713667923
ethereum,8405,1,8405,4192002,72881396,0.05751813535514605,362529,362813,0.9992172276076106
ethereum,8476,1,8476,4200478,72881396,0.057634433895860065,362530,362813,0.9992199838484288
ethereum,8500,1,8500,4208978,72881396,0.05775106173871861,362531,362813,0.999222740089247
ethereum,8540,1,8540,4217518,72881396,0.05786823841848474,362532,362813,0.9992254963300653
ethereum,8545,1,8545,4226063,72881396,0.057985483702864306,362533,362813,0.9992282525708837
ethereum,8567,1,8567,4234630,72881396,0.05810303084754304,362534,362813,0.9992310088117019
ethereum,8600,1,8600,4243230,72881396,0.05822103078267052,362535,362813,0.9992337650525202
ethereum,8700,1,8700,4251930,72881396,0.05834040281006692,362536,362813,0.9992365212933384
ethereum,8705,1,8705,4260635,72881396,0.05845984344207677,362537,362813,0.9992392775341568
ethereum,8800,1,8800,4269435,72881396,0.058580587561742094,362538,362813,0.999242033774975
ethereum,8896,1,8896,4278331,72881396,0.05870264888998559,362539,362813,0.9992447900157932
ethereum,8921,1,8921,4287252,72881396,0.05882505324129631,362540,362813,0.9992475462566115
ethereum,8996,1,8996,4296248,72881396,0.05894848666180873,362541,362813,0.9992503024974299
ethereum,9075,1,9075,4305323,72881396,0.059073004035213594,362542,362813,0.9992530587382481
